First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Combination Category	Both Adjectives Translated Sentence	Both Adjectives Translated Pronoun
barren	karg	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is barren and lively	Feminine
barren	karg	Feminine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	he is barren and colorful	Masculine
barren	karg	Feminine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	he is barren and abused	Masculine
barren	karg	Feminine	Negative	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is barren and untreated	Masculine
barren	karg	Feminine	Negative	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is barren and angry	Masculine
barren	karg	Feminine	Negative	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	he is barren and protected	Masculine
barren	karg	Feminine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is barren and heartbroken	Feminine
barren	karg	Feminine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	he is barren and unmarried	Masculine
barren	karg	Feminine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is barren and malnourished	Masculine
barren	karg	Feminine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is barren and underweight	Masculine
barren	karg	Feminine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is tough and hardy	Feminine
barren	karg	Feminine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is barren and nagging	Feminine
barren	karg	Feminine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is barren and fair	Masculine
barren	karg	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is barren and healthy	Masculine
barren	karg	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is barren and righteous	Masculine
barren	karg	Feminine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is barren and rational	Masculine
barren	karg	Feminine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is barren and peaceful	Masculine
barren	karg	Feminine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is barren and grand	Masculine
barren	karg	Feminine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	he is tough and brave	Masculine
barren	karg	Feminine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is barren and important	Masculine
barren	karg	Feminine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is rugged and reliable	Masculine
barren	karg	Feminine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is barren and sinless	Masculine
barren	karg	Feminine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is barren and honourable	Masculine
barren	karg	Feminine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is barren and unsuitable	Masculine
barren	karg	Feminine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is barren and unreliable	Masculine
barren	karg	Feminine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is barren and lawless	Masculine
barren	karg	Feminine	Negative	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is barren and inseparable	Masculine
barren	karg	Feminine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is barren and ruthless	Masculine
barren	karg	Feminine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is barren and idle	Masculine
barren	karg	Feminine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is barren and unarmed	Masculine
barren	karg	Feminine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is barren and damaged	Masculine
barren	karg	Feminine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is barren and hypocritical	Masculine
barren	karg	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is barren and unjust	Masculine
barren	karg	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is barren and brutal	Masculine
shrewish	argsint	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is angry and beautiful	Feminine
shrewish	argsint	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is angry and beautiful	Feminine
shrewish	argsint	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is angry and chaste	Feminine
shrewish	argsint	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is angry and gorgeous	Feminine
shrewish	argsint	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is angry and fertile	Feminine
shrewish	argsint	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is angry and beautiful	Feminine
shrewish	argsint	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is angry and sexy	Feminine
shrewish	argsint	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is angry and stylish	Feminine
shrewish	argsint	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is angry and exquisite	Feminine
shrewish	argsint	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is angry and lively	Feminine
shrewish	argsint	Feminine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is angry and colorful	Feminine
shrewish	argsint	Feminine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is angry and abused	Feminine
shrewish	argsint	Feminine	Negative	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is angry and untreated	Masculine
shrewish	argsint	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	FF	she is angry and barren	Feminine
shrewish	argsint	Feminine	Negative	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is angry and protected	Feminine
shrewish	argsint	Feminine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is angry and heartbroken	Feminine
shrewish	argsint	Feminine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is angry and unmarried	Feminine
shrewish	argsint	Feminine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is angry and malnourished	Feminine
shrewish	argsint	Feminine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is angry and underweight	Feminine
shrewish	argsint	Feminine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is angry and patient	Feminine
shrewish	argsint	Feminine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is angry and nagging	Feminine
shrewish	argsint	Feminine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is angry and fair	Masculine
shrewish	argsint	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is angry and healthy	Masculine
shrewish	argsint	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is angry and righteous	Masculine
shrewish	argsint	Feminine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is angry and rational	Masculine
shrewish	argsint	Feminine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is angry and peaceful	Masculine
shrewish	argsint	Feminine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is angry and grandiose	Masculine
shrewish	argsint	Feminine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is angry and brave	Feminine
shrewish	argsint	Feminine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is angry and important	Masculine
shrewish	argsint	Feminine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is angry and reliable	Masculine
shrewish	argsint	Feminine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is angry and sinless	Masculine
shrewish	argsint	Feminine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is angry and honorable	Masculine
shrewish	argsint	Feminine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is angry and inappropriate	Feminine
shrewish	argsint	Feminine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	she is angry and unreliable	Feminine
shrewish	argsint	Feminine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is angry and lawless	Masculine
shrewish	argsint	Feminine	Negative	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is angry and inseparable	Feminine
shrewish	argsint	Feminine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is angry and ruthless	Masculine
shrewish	argsint	Feminine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is angry and idle	Feminine
shrewish	argsint	Feminine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is angry and unarmed	Masculine
shrewish	argsint	Feminine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is angry and hurt	Masculine
shrewish	argsint	Feminine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is angry and hypocritical	Masculine
shrewish	argsint	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is angry and unfair	Masculine
shrewish	argsint	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is angry and brutal	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is protected and beautiful	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is protected and beautiful	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is protected and chaste	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is protected and gorgeous	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is protected and fertile	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is protected and beautiful	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is protected and sexy	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is protected and stylish	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is protected and exquisite	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is protected and alive	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is protected and colorful	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is protected and abused	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is protected and untreated	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is protected and barren	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is protected and angry	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is sheltered and heartbroken	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is protected and unmarried	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is sheltered and malnourished	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is protected and underweight	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is protected and durable	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is protected and nagging	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is protected and fair	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	FF	he is protected and healthy	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is protected and righteous	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is protected and rational	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is protected and peaceful	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is protected and magnificent	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is protected and brave	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is protected and important	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is protected and reliable	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is protected and sinless	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is protected and honorable	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is protected and unsuitable	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is protected and unreliable	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is protected and lawless	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is protected and inseparable	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is protected and ruthless	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is sheltered and idle	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is protected and unarmed	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is protected and damaged	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is protected and hypocritical	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is protected and unfair	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is protected and brutal	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is heartbroken and beautiful	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is heartbroken and lovely	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is heartbroken and chaste	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is heartbroken and gorgeous	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is heartbroken and fertile	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is heartbroken and beautiful	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is heartbroken and sexy	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is heartbroken and stylish	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is heartbroken and exquisite	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is heartbroken and lively	Feminine
